"year","indicator","perspective","group","country","amount","unit"
"1990","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",7.29905,"Million tonnes CO2 eq."
"1990","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",12.41572,"Million tonnes CO2 eq."
"1990","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.67831,"Million tonnes CO2 eq."
"1990","Climate Change (Short-Term)","Domestic production","CH4","Albania",4.10477,"Million tonnes CO2 eq."
"1990","Climate Change (Short-Term)","Domestic production","CO2","Albania",5.85387,"Million tonnes CO2 eq."
"1990","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.11297,"Million tonnes CO2 eq."
"1991","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",5.07329,"Million tonnes CO2 eq."
"1991","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",4.12839,"Million tonnes CO2 eq."
"1991","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.07719,"Million tonnes CO2 eq."
"1991","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.85742,"Million tonnes CO2 eq."
"1991","Climate Change (Short-Term)","Domestic production","CO2","Albania",3.70667,"Million tonnes CO2 eq."
"1991","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.8684,"Million tonnes CO2 eq."
"1992","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",5.53537,"Million tonnes CO2 eq."
"1992","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",3.53381,"Million tonnes CO2 eq."
"1992","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.16583,"Million tonnes CO2 eq."
"1992","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.64067,"Million tonnes CO2 eq."
"1992","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.85802,"Million tonnes CO2 eq."
"1992","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.82935,"Million tonnes CO2 eq."
"1993","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",5.5363,"Million tonnes CO2 eq."
"1993","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",3.06846,"Million tonnes CO2 eq."
"1993","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.16344,"Million tonnes CO2 eq."
"1993","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.76868,"Million tonnes CO2 eq."
"1993","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.77031,"Million tonnes CO2 eq."
"1993","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.89636,"Million tonnes CO2 eq."
"1994","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",6.41388,"Million tonnes CO2 eq."
"1994","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",2.55351,"Million tonnes CO2 eq."
"1994","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.30683,"Million tonnes CO2 eq."
"1994","Climate Change (Short-Term)","Domestic production","CH4","Albania",4.82604,"Million tonnes CO2 eq."
"1994","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.8466,"Million tonnes CO2 eq."
"1994","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.11391,"Million tonnes CO2 eq."
"1995","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",6.37967,"Million tonnes CO2 eq."
"1995","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",2.38683,"Million tonnes CO2 eq."
"1995","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.22651,"Million tonnes CO2 eq."
"1995","Climate Change (Short-Term)","Domestic production","CH4","Albania",4.46667,"Million tonnes CO2 eq."
"1995","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.4925,"Million tonnes CO2 eq."
"1995","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.07669,"Million tonnes CO2 eq."
"1996","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",6.09007,"Million tonnes CO2 eq."
"1996","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",2.32742,"Million tonnes CO2 eq."
"1996","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.17938,"Million tonnes CO2 eq."
"1996","Climate Change (Short-Term)","Domestic production","CH4","Albania",4.24364,"Million tonnes CO2 eq."
"1996","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.39193,"Million tonnes CO2 eq."
"1996","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.00839,"Million tonnes CO2 eq."
"1997","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",5.96216,"Million tonnes CO2 eq."
"1997","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",1.94644,"Million tonnes CO2 eq."
"1997","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.12567,"Million tonnes CO2 eq."
"1997","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.99554,"Million tonnes CO2 eq."
"1997","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.0015,"Million tonnes CO2 eq."
"1997","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.94003,"Million tonnes CO2 eq."
"1998","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",5.65935,"Million tonnes CO2 eq."
"1998","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",2.52249,"Million tonnes CO2 eq."
"1998","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.17491,"Million tonnes CO2 eq."
"1998","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.8508,"Million tonnes CO2 eq."
"1998","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.26587,"Million tonnes CO2 eq."
"1998","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.95877,"Million tonnes CO2 eq."
"1999","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",5.24268,"Million tonnes CO2 eq."
"1999","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",2.93943,"Million tonnes CO2 eq."
"1999","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.18586,"Million tonnes CO2 eq."
"1999","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.94076,"Million tonnes CO2 eq."
"1999","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.65351,"Million tonnes CO2 eq."
"1999","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.97946,"Million tonnes CO2 eq."
"2000","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",5.71163,"Million tonnes CO2 eq."
"2000","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",3.36662,"Million tonnes CO2 eq."
"2000","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.2192,"Million tonnes CO2 eq."
"2000","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.98235,"Million tonnes CO2 eq."
"2000","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.74165,"Million tonnes CO2 eq."
"2000","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.99062,"Million tonnes CO2 eq."
"2001","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",5.5969,"Million tonnes CO2 eq."
"2001","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",3.6456,"Million tonnes CO2 eq."
"2001","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.17025,"Million tonnes CO2 eq."
"2001","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.93683,"Million tonnes CO2 eq."
"2001","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.87304,"Million tonnes CO2 eq."
"2001","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.98087,"Million tonnes CO2 eq."
"2002","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",5.38519,"Million tonnes CO2 eq."
"2002","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",4.09484,"Million tonnes CO2 eq."
"2002","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.14221,"Million tonnes CO2 eq."
"2002","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.89367,"Million tonnes CO2 eq."
"2002","Climate Change (Short-Term)","Domestic production","CO2","Albania",1.93083,"Million tonnes CO2 eq."
"2002","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.00958,"Million tonnes CO2 eq."
"2003","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",6.00021,"Million tonnes CO2 eq."
"2003","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",4.48372,"Million tonnes CO2 eq."
"2003","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.21902,"Million tonnes CO2 eq."
"2003","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.95135,"Million tonnes CO2 eq."
"2003","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.22572,"Million tonnes CO2 eq."
"2003","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.00023,"Million tonnes CO2 eq."
"2004","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",6.35019,"Million tonnes CO2 eq."
"2004","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.115,"Million tonnes CO2 eq."
"2004","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.3658,"Million tonnes CO2 eq."
"2004","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.84727,"Million tonnes CO2 eq."
"2004","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.40402,"Million tonnes CO2 eq."
"2004","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.0169,"Million tonnes CO2 eq."
"2005","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",6.81203,"Million tonnes CO2 eq."
"2005","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",4.8876,"Million tonnes CO2 eq."
"2005","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.28274,"Million tonnes CO2 eq."
"2005","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.77311,"Million tonnes CO2 eq."
"2005","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.26071,"Million tonnes CO2 eq."
"2005","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.93254,"Million tonnes CO2 eq."
"2006","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",7.01213,"Million tonnes CO2 eq."
"2006","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.12439,"Million tonnes CO2 eq."
"2006","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.36338,"Million tonnes CO2 eq."
"2006","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.75116,"Million tonnes CO2 eq."
"2006","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.26241,"Million tonnes CO2 eq."
"2006","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.96862,"Million tonnes CO2 eq."
"2007","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",7.90945,"Million tonnes CO2 eq."
"2007","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.7396,"Million tonnes CO2 eq."
"2007","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.41599,"Million tonnes CO2 eq."
"2007","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.61932,"Million tonnes CO2 eq."
"2007","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.42061,"Million tonnes CO2 eq."
"2007","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.93317,"Million tonnes CO2 eq."
"2008","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",8.10528,"Million tonnes CO2 eq."
"2008","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.87289,"Million tonnes CO2 eq."
"2008","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.37076,"Million tonnes CO2 eq."
"2008","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.47374,"Million tonnes CO2 eq."
"2008","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.37246,"Million tonnes CO2 eq."
"2008","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.89248,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",8.32084,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.60881,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.33469,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.35064,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.41189,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.8429,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",7.82424,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.41116,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.19778,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.38063,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.72676,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.84541,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",8.05608,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.82524,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.16669,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.40704,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Domestic production","CO2","Albania",3.07875,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.85992,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",7.90636,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.19435,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.22659,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.4832,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.75365,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.91614,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",8.01728,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.30196,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.20791,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.54878,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.70554,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.88503,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",8.27758,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.55767,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.26204,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.61478,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Domestic production","CO2","Albania",3.04649,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Domestic production","N2O","Albania",0.94353,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",6.55695,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",4.73967,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.30578,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.90567,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.69943,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.06359,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",7.23407,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",4.98686,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.3491,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.90562,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.73944,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.06362,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",6.87077,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.09255,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.34009,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.9056,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.88358,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.06388,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Consumption footprint","CH4","Albania",6.94572,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Consumption footprint","CO2","Albania",5.32685,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Consumption footprint","N2O","Albania",1.37948,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Domestic production","CH4","Albania",3.90549,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Domestic production","CO2","Albania",2.84486,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Domestic production","N2O","Albania",1.06408,"Million tonnes CO2 eq."
